title,plot,description,genre
"Гнев человеческий","Завязка фильма строится на ограблении инкассаторского фургона компании Fortico. Бандиты забирают все деньги и убивают инкассаторов. Дальнейшие действия повествуются в 4 главах. Глава 1: Злой дух. В инкассаторскую компанию Fortico в Лос-Анджелесе приходит на собеседование человек по имени Патрик Хилл. Чтобы получить работу, ему необходимо пройти вступительные испытания в виде силовых тренировок, стрельбы, психологической выдержки в случаях нападений и вождения. Менеджер компании Терри приклепляет к новичку инкассатора по прозвищу Пулемёт, который следит за ходом испытаний. Хилл, уже с прозвищем Эйч, проходит их по нижней границе и его принимают на работу. К новичку его потенциальные коллеги относятся скептически. Первые несколько рейдов проходят без происшествий. Но во время одного из них на фургон нападают бандиты, которые взяли в заложники Пулемета. Второй напарник Эйча, Дэйв, оказывается не способен на хладнокровность в нештатных ситуациях, и Эйчу приходится брать дело в свои руки. Он сравнительно легко расправляется с нападавшими, что приводит в шок Дэйва и Пулемета. После инцидента Эйча допрашивают агенты ФБР, но их начальник приказывает им не вмешиваться в это дело. Терри советует Эйчу взять перерыв, но президент Fortico благодарит его за проявленное мастерство и убеждает Терри не отправлять Хилла в отпуск, ибо он является мотиватором для других инкассаторов (что по сути так и есть — Эйч завоевывает хорошую репутацию у своих коллег). Спустя три месяца на фургон в очередной раз совершено нападение, на этот раз в центре Чайнатауна. Бандиты выкуривают Эйча, Пулемета и Дэйва из грузовика, но к большому удивлению для последних двух, преступники, увидев Хилла, неожиданно разворачиваются и уезжают. Дэйв и Пулемет подозревают, что Эйч — не тот, за кого себя выдает. Эйч в это же время допрашивает инкассаторшу Дану, с которой он провел ночь, и находит в её доме тайник с крупной суммой денег. Дана признается, что действительно украла эти деньги, которые выпали из сумок при перевозке, и отложила их себе на пенсию. Эйч решает ей поверить, но предупреждает, что следит за ней. Глава 2: Выженная земля. Действия этой главы повествуются за 5 месяцев до начала основных событий. На самом деле Эйч является главой преступного синдиката, контролирующего Чайнатаун, и преступники, нападавшие на фургон, являются его подчинёнными. К Эйчу на выходные приезжает его сын Дагги. Но именно в этот день синдикату необходимо следить за въездом в депо Fortico для отслеживания грузовиков, но человек из банды Эйча попадает в аварию, и второй вынужден вести слежку самостоятельно. Он наблюдает за тем, как фургон отъезжает от депо, и через пару минут становится очевидцем нападения, описанного в прологе фильма. В результате нападения Эйч был серьезно ранен, двое инкассаторов и Дагги убиты как лишние свидетели. После реабилитации Эйч решительно настроен отомстить за смерть сына и, буквально, поднимает весь преступный мир Лос-Анджелеса на уши, попросив начальника ФБР не вмешиваться. Несколько недель поиска убийц проходят безрезультатно, и один из подчинённых Эйча предлагает несколько сбавить обороты и обдумать новую стратегию поиска, с чем Эйч соглашается. Он говорит, что отправится в Лондон на какое-то время и просит свою знакомую создать для него 'чистую' личность для прохождения собеседования в Fortico: меняет его имя, указывает стаж работы в европейской инкассаторской компании. Глава 3: Как животные Действия этой главы рассказывают о группе бывших солдат армии США, служивших в Афганистане и на Ближнем Востоке. Дабы связать концы с концами и обеспечить безбедное будущее для своих семей, группа под руководством некоего Сержанта решает начать грабить. Первым делом они нападают на работодателя одного из их товарищей, который не доволен тем, что ему не платят зарплату. Следующей целью является нападение на инкассаторов. Их первой целью становится фургон Fortico, наводку на который даёт их человек в компании. Под видом строителей они блокируют дорогу и заставляют инкассаторов выйти из машины. Однако операция идёт не по плану, инкассаторы успевают предупредить полицию о нападении и дают отпор, но член группы Йен убивает инкассаторов и Дагги. Спустя некоторое время, банда снова собирается, чтобы провести последнее крупное дело - ограбление на Чёрную пятницу, когда инкассаторские фургоны набиты под завязку. Преступники снова собираются напасть на Fortico, но на этот раз на депо, ибо там к концу дня соберётся внушительная сумма — 180 000 000 долларов. Операция просчитывается до мельчайших деталей, все понимают, что могут не вернуться, в связи с чем один из людей предупреждает Сержанта, что Йен может опьянеть от жадности и забрать всю сумму себе. Глава 4: Печень, лёгкие, селезёнка, сердце. Наступает день последнего ограбления. Эйч вместе с Пулеметом возвращаются в депо. В ходе поездки выясняется, что Пулемет и есть тот самый информатор банды Сержанта. Он предупреждает Эйча, что он сможет остаться в живых, если даст им завершить дело. Банда проникает в депо, спрятавшись в фургоне Эйча и Пулемета, и берет в заложники инкассаторов. Оружейники дают отпор бандитам, но на них одеты бронированные костюмы, и первые сами погибают. Но диспетчер успевает нажать кнопку тревоги, и к депо приближается полиция. Эйч, тем временем, вырубает двоих из нападавших и освобождает взятых в заложники Терри и Дэйва. Завязывается перестрелка, в ходе которой погибают все инкассаторы (кроме Терри), но и бандиты несут потери. В конце концов, оставшиеся преступники покидают депо и, предварительно, как им кажется, убивают Эйча. От погони уходит только Йен, который убил Сержанта с тяжёлым ранением и Пулемета, не пожелав делиться добычей. В своем доме он отмечает успешное окончание дела, но в одной из сумок обнаруживает телефон, который Эйч подбросил в сумку. Он на самом деле оказывается жив и требует от Йена зачитать заключение судебной медицинской экспертизы о смерти Дагги, которое дала его знакомая. После прочтения Эйч убивает Йена четырьмя выстрелами в том порядке, который описан в экспертизе: одна пуля в печень, вторая — в лёгкие, третья — в селезёнку, четвертая — в сердце. После этого Хилл уходит из квартиры Йена, отдает деньги ФБР и уезжает в неизвестном направлении.","Грузовики лос-анджелесской инкассаторской компании Fortico Security часто подвергаются нападениям, и во время очередного ограбления погибают оба охранника. Через некоторое время в компанию устраивается крепкий немногословный британец Патрик Хилл. Он получает от босса прозвище Эйч и, впритык к необходимому минимуму он пройдя тесты по фитнесу, стрельбе и вождению, отправляется на первое задание. Вскоре и его грузовик пытаются ограбить вооруженные налётчики, но Эйч в одиночку расправляется с целой бандой и становится героем. Кажется, слава и уважение коллег его совершенно не интересуют, ведь он преследует свои цели.",Action
